Issue key,Issue id,Parent id,Status,Created,Updated,Assignee,Labels,Labels,Labels,Labels,Labels,Labels,Component/s,Component/s,Description
MCS-3048,573642,573641,BLOCKED,08/Oct/24 3:30 PM,06/Feb/25 11:32 AM,TEDESSX,DOR,,,,,,,,"h1. Useful Testing Links
* Published Page: [https://cwcm.abbvie.com/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/overview0.html?wcmmode=disabled]
* XD: [https://xd.adobe.com/view/2d2b0376-cd1c-4686-a221-73d00d3bdf64-7878/]
* FRD: [FRDvSkyrizi Derm ISA.xlsm|https://abbvie.sharepoint.com/:x:/r/sites/NOVA/Shared%20Documents/General/Requirements/FRD%20Skyrizi%20Derm%20ISA.xlsm?d=wa21b6e6d39c34c85a506ed1e057cc416&csf=1&web=1&e=bPOTa0]
* Open Blockers: [Jira Filter|https://btsjira.abbvie.com/issues/?jql=issue%20IN%20linkedIssues(MCS-3048%2C%20%22is%20blocked%20by%22)%20AND%20statusCategory%20!%3D%20Done]

h1. Functional Testing
* Tested on tablet (11 and 13 in iPad)
* [Web Developer|https://chromewebstore.google.com/detail/web-developer/bfbameneiokkgbdmiekhjnmfkcnldhhm?pli=1] Chrome Browser Extension

h1. Known Differences
||#||Summary||Notes||
|1|ISI Onload|There is a requirement to show the ISA when loaded; therefore, all ISA pages are configured to show ISI on load to fulfill this requirement no matter which page is loaded first|
|2|Home Dots|Dots are visible when viewing in Veeva app|
|3|Home Icon|Home Icon is in the Nav Bar|
|4|Icons Removed|The 9 dots and rectangular icons are not present|
|5|Full Prescribing Link|The Full Prescribing link is adjacent to the ISI link|
|6|References|Reference numbers are not actual links. The overlay link is centered in the space between the Tile Tabs and the left edge. The link's font should match the font used for the Veeva #|
|7|Tile Tabs|The ISA includes 4 slides: Overview, Dosing, Safety, and Access|
|8|Veeva Number|The Veeva number is centered between the Tile Tabs and the right edge|
|9|Safety Bar Expanded| # Safety Bar is collapsed on load
 # Indications are displayed in one, not two, columns|
|10|Prescribed Overlay (slide 3)| # Only the Nav Bar is visible (logo, Safety Bar, etc.) are not visible
 # All Overview slide contents are visible (only background visible in XD)|
|11|Ps Modal| # Carousel navigation at bottom, left; arrows are not on images
 # Week # is not cut off
 # Modal Background color|
|12|PsA Modal|Modal Background color|
|13|Hamburger Menu|Hamburger Menu is not depicted in XD|
|14|Safety Content|Safety Bar and ISI content detailed in parent ticket, MCS-3047|
!Overview Differences.png|thumbnail! 

h1. Useful Authoring Links
 * Experience Fragments:* [https://cwcm-q.abbvie.com/aem/experience-fragments.html/content/experience-fragments/nova/isa/iae/skyrizi-derm]
 * Pages:
 ** Classic: [https://cwcm-q.abbvie.com/siteadmin#/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
 ** Touch: [https://cwcm-q.abbvie.com/sites.html/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
 * DAM
 ** Classic:
 *** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa]
 *** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa/template-assets]
 ** Touch:
 *** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa]
 *** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa/template-assets]
 * Assets
 ** PDF for reference attached to ticket
 ** Individual Assets: [Skyrizi-Overview|https://abbvie.sharepoint.com/sites/NOVA/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FNOVA%2FShared%20Documents%2FGeneral%2FIAE%20Pilot%2FDerm%20Sky%2FUS%2DSKZD%2D230596%5FCP%2Foverview&viewid=bf235f71%2D50d0%2D4fd4%2Db751%2D6211a8a371b7]
 * XD file: [https://xd.adobe.com/view/2d2b0376-cd1c-4686-a221-73d00d3bdf64-7878/] 
 * /content/dam/skyrizihcpivy/isa"
ISAAP-563,624270,,In Progress,10/Jan/25 10:48 AM,06/Feb/25 10:01 AM,TOLBEVX,category:platform-product,,,,,,,,"I am unable to change the font size for the IVA text in the experience fragment. In the example, I creating a modal for a button."
ISAAP-567,624274,,Open,10/Jan/25 10:51 AM,04/Feb/25 12:58 PM,TOLBEVX,category:platform-product,No-QA,,,,,TabsHeader,,"On the Ribbon for Tabs header in Skyrizi Derm slides, there is a feature called ""select panel"" that is available to quickly toggle between tabs for a single slide. That feature is missing on the ribbon for Skyrizi Gastro, [https://cwcm.abbvie.com/editor.html/content/nova/isa/mcs-iae/nova-skyrizi-gastro-binder/overview.html]

It works fine here [https://cwcm.abbvie.com/editor.html/content/nova/isa/mcs-iae/nova-skyrizi-gastro-binder/dosing.html]

 "
MCS-3414,590805,573641,BLOCKED,05/Nov/24 9:21 AM,04/Feb/25 11:10 AM,TEDESSX,DOR,,,,,,,,"h1. Useful Testing Links
* Published Page: [https://cwcm.abbvie.com/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/access.html?wcmmode=disabled]
* Humira Access Page: [https://cwcm.abbvie.com/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/humira-access.html?wcmmode=disabled]
* XD: [https://xd.adobe.com/view/e7f16f57-1546-4fab-bcef-14e6dde86cb0-b2a2/]
* FRD: [FRDvSkyrizi Derm ISA.xlsm|https://abbvie.sharepoint.com/:x:/r/sites/NOVA/Shared%20Documents/General/Requirements/FRD%20Skyrizi%20Derm%20ISA.xlsm?d=wa21b6e6d39c34c85a506ed1e057cc416&csf=1&web=1&e=bPOTa0]
* Open Blockers: [Jira Filter|https://btsjira.abbvie.com/issues/?jql=issue%20IN%20linkedIssues(MCS-3414%2C%20%22is%20blocked%20by%22)%20AND%20statusCategory%20!%3D%20Done]

h1. Functional Testing
* Tested on tablet (11 and 13 in iPad)
* [Web Developer|https://chromewebstore.google.com/detail/web-developer/bfbameneiokkgbdmiekhjnmfkcnldhhm?pli=1] Chrome Browser Extension

h1. Known Differences
||#||Summary||Notes||
|1|ISI Onload|There is a requirement to show the ISA when loaded; therefore, all ISA pages are configured to show ISI on load to fulfill this requirement no matter which page is loaded first|
|2|Home Dots|Dots are visible when viewing in Veeva app|
|3|Home Icon|Home Icon is in the Nav Bar|
|4|Icons Removed|The 9 dots and rectangular icons are not present|
|5|Nav Bar|The Full Prescribing link is adjacent to the ISI link. The two brands are side by side; they are not stacked|
|6|Hamburger Menu|Hamburger Menu is not depicted in XD|
|7|Safety Bar|The Safety Bar is collapsed on load|
|8|Veeva Number|The Veeva number is centered between the Tile Tabs and the right edge|
|9|Footnotes / References|Reference numbers are not actual links. The space between the left edge and the Tile Tabs is equally divided between the Footnotes and References overlay links|
|10|Button Styling|Buttons cannot be styled as depicted in the wireframes; e.g.,  Humira Access|
|11|Formulary Component - Change Location|Formulary Component has the ""Change Location"" in different location|
|12|Formulary Component - Email|Correcting location and ability to change text covered in ISAAP-533|
|13|Formulary Component - Change Location|Formulary Component has the ""Humira Access"" in different location|
|14|Humira Access - Button Text|Ability to change text covered in ISAAP-533. Content height covered in ISAAP-608|
|15|Main Tab Colors|The background color of ""Main Tab"". Overview, Dosing, Safety, and Access is slightly different. This was originally noted and accepted in MCS-4272|
|16|Safety Content|Safety Bar and ISI content detailed in parent ticket, MCS-3047|
 !Access Known Differences.png|thumbnail! 
 !Access Known Differences - Overview.png|thumbnail! 

h1. Useful Authoring Links
* Experience Fragments: * [https://cwcm-q.abbvie.com/aem/experience-fragments.html/content/experience-fragments/nova/isa/iae/skyrizi-derm]
* Pages:
** Classic: [https://cwcm-q.abbvie.com/siteadmin#/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
** Touch: [https://cwcm-q.abbvie.com/sites.html/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
* DAM
** Classic:
*** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa]
*** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa/template-assets]
** Touch:
*** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa]
*** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa/template-assets]
* Assets
** PDF for reference attached to ticket
** Individual Assets: [Skyrizi-Access|https://abbvie.sharepoint.com/sites/NOVA/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FNOVA%2FShared%20Documents%2FGeneral%2FIAE%20Pilot%2FDerm%20Sky%2FUS%2DSKZD%2D230596%5FCP%2Faccess&viewid=bf235f71%2D50d0%2D4fd4%2Db751%2D6211a8a371b7]



"
MCS-3415,590806,573641,BLOCKED,05/Nov/24 9:25 AM,04/Feb/25 11:10 AM,TEDESSX,DOR,,,,,,,,"h1. Useful Testing Links
 * Published Page: [https://cwcm.abbvie.com/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/safety.html?wcmmode=disabled]
 * XD: [https://xd.adobe.com/view/5d0615b1-0abf-42a2-8602-0f878392b11f-0855/]
 * FRD: [FRDvSkyrizi Derm ISA.xlsm|https://abbvie.sharepoint.com/:x:/r/sites/NOVA/Shared%20Documents/General/Requirements/FRD%20Skyrizi%20Derm%20ISA.xlsm?d=wa21b6e6d39c34c85a506ed1e057cc416&csf=1&web=1&e=bPOTa0]
 * Open Blockers: [Jira Filter|https://btsjira.abbvie.com/issues/?jql=issue%20IN%20linkedIssues(MCS-3415%2C%20%22is%20blocked%20by%22)%20AND%20statusCategory%20!%3D%20Done]

h1. Functional Testing
 * Tested on tablet (11 and 13 in iPad)
 * [Web Developer|https://chromewebstore.google.com/detail/web-developer/bfbameneiokkgbdmiekhjnmfkcnldhhm?pli=1] Chrome Browser Extension

h1. Known Differences
||#||Summary||Notes||
|1|ISI Onload|There is a requirement to show the ISA when loaded; therefore, all ISA pages are configured to show ISI on load to fulfill this requirement no matter which page is loaded first|
|2|Home Dots|Dots are visible when viewing in Veeva app|
|3|Home Icon|Home Icon is in the Nav Bar|
|4|Icons Removed|The 9 dots and rectangular icons are not present|
|5|Nav Bar|The Full Prescribing link is adjacent to the ISI link. The two brands are side by side; they are not stacked|
|6|Hamburger Menu|Hamburger Menu is not depicted in XD|
|7|Safety Bar|The Safety Bar is collapsed on load|
|8|Veeva Number|The Veeva number is centered between the Tile Tabs and the right edge|
|9|Footnotes / References|Reference numbers are not actual links. The space between the left edge and the Tile Tabs is equally divided between the Footnotes and References overlay links|
|10|Button Styling|Buttons cannot be styled as depicted in the wireframes; e.g.,  Study Design and Characteristics on Overview tab|
|11|Footnotes Overlay|XD does not in include a Close icon|
|12|Main Tab Colors|The background color of ""Main Tab"". Overview, Dosing, Safety, and Access is slightly different. This was originally noted and accepted in MCS-4272|
|13|Safety Content|Safety Bar and ISI content detailed in parent ticket, MCS-3047|
 !Safety Differences.png|thumbnail! 

h1. Useful Authoring Links
 * Experience Fragments: * [https://cwcm-q.abbvie.com/aem/experience-fragments.html/content/experience-fragments/nova/isa/iae/skyrizi-derm]
 * Pages:
 ** Classic: [https://cwcm-q.abbvie.com/siteadmin#/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
 ** Touch: [https://cwcm-q.abbvie.com/sites.html/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder]
 * DAM
 ** Classic:
 *** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa]
 *** [https://cwcm-q.abbvie.com/damadmin#/content/dam/skyrizihcpivy/isa/template-assets]
 ** Touch:
 *** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa]
 *** [https://cwcm-q.abbvie.com/assets.html/content/dam/skyrizihcpivy/isa/template-assets]
 ** Assets
 *** PDF for reference attached to ticket
 *** Individual Assets: [Skyrizi-Safety|https://abbvie.sharepoint.com/sites/NOVA/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FNOVA%2FShared%20Documents%2FGeneral%2FIAE%20Pilot%2FDerm%20Sky%2FUS%2DSKZD%2D230596%5FCP%2Fsafety&viewid=bf235f71%2D50d0%2D4fd4%2Db751%2D6211a8a371b7]
 *** /content/dam/skyrizihcpivy/isa"
ISAAP-564,624271,,Open,10/Jan/25 10:48 AM,04/Feb/25 8:50 AM,BARKEJX3,category:platform-product,,,,,,,,"While trying to size each container to fit content, the layout feature has stopped responding to any movements. Even after refreshing, logging in and out, no change in container widths."
ISAAP-569,624276,,Done,10/Jan/25 10:51 AM,04/Feb/25 8:14 AM,TOLBEVX,category:template-styles,No-QA,,,,,IVA Button,,"Study Design & Baseline Characteristics button needs to be aligned to the lower right of the slide, images below. https://cwcm.abbvie.com/editor.html/content/nova/isa/mcs-iae/nova-skyrizi-gastro-binder/overview.html on the ""Clinical Experience"" Tab. I have tried making multiple adjustments and the Container seems to be big enough to support, but there seems to be something in the way of it moving to that location."
ISAAP-608,629572,,Done,21/Jan/25 9:28 PM,30/Jan/25 12:55 PM,TOLBEVX,category:authoring-assitance,No-QA,,,,,,,"h1. Open Items
||#||Summary||Comments||
|1|Content Height|The content is too tall on iPad, but correctly on desktop
 !Desktop.png|thumbnail! 
 !Humira Access - iPad.png|thumbnail! 
|
h1. In Progress Items
||#||Summary||Comments||

 
h1. Closed Items
||#||Summary||Comments||
|1| | |"
ISAAP-610,630094,,Open,22/Jan/25 1:00 PM,24/Jan/25 2:05 PM,TOLBEVX,No-QA,,,,,,,,"While authoring modal-4 for Access and support slide on the Patient Experience tab, I am unable to create a table similar to the one provided. Current work around is to use an image. This removes the availability of updating small text boxes in the future when needed."
ISAAP-570,624277,,Done,10/Jan/25 10:51 AM,24/Jan/25 1:04 PM,TOLBEVX,No-QA,,,,,,,,"IVA Title does not have an option for alignment, so if the title is more than one line the default is left align which does not work. Also, there is no option for styling the text, such as bold, Italicized, or underlined."
ISAAP-568,624275,,Open,10/Jan/25 10:51 AM,24/Jan/25 12:36 PM,TOLBEVX,category:platform-product,No-QA,,,,,,,"I am trying to create an ISI Experience Fragment but cannot edit the template that is provided. It will not allow me to add any components. I emailed AEM Support and followed their recommendations, but still cannot edit that template. They said to re-check if it is a valid page template to use. I don't know how to validate that. I tried to create a new template, but was not able to associate it with properly and it wasn't available for me to use in Skyrizi Gastro."
ISAAP-609,629999,,Open,22/Jan/25 12:44 PM,24/Jan/25 9:29 AM,BARKEJX3,No-QA,,,,,,,,"Guidance needed to properly configure the Formulary Component on both the Humira and Skyrizi Access pages. An error is thrown when clicking on either button.

h2. Authoring Window
 !Formulary Lookup Component Configuration.png|thumbnail! 
# [Skyrizi] Access: https://cwcm.abbvie.com/editor.html/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/access.html
# Humira Access: https://cwcm.abbvie.com/editor.html/content/nova/isa/mcs-iae/nova-skyrizi-derm-binder/humira-access.html

h2. Current Errors
 !Formulary Lookup Component - Humira Error.png|thumbnail! 
 !Formulary Lookup Component - Skyrizi Error.png|thumbnail! 
"
ISAAP-458,595093,,Open,12/Nov/24 8:34 AM,23/Jan/25 11:48 AM,TOLBEVX,NotForMVP,,,,,,Image,,
ISAAP-459,595095,,Open,12/Nov/24 8:35 AM,23/Jan/25 11:48 AM,TOLBEVX,NotForMVP,,,,,,Image,,"1) Component requires you to provide Alt Text, but also includes an option to retrieve from DAM

2) DAM doesn't allow you to enter Alt Text"
ISAAP-571,624278,,Open,10/Jan/25 10:51 AM,23/Jan/25 11:42 AM,TOLBEVX,No-QA,,,,,,,,"While making adjustments to the IVA text to match the creative, the more edits that get made the worse the text becomes. In this example, I have before and after images of the code that changes when I adjusted the font size from 20 to 24. It retains both in the code and makes the outcome variable. The goal would be that it only has one font size associated with it and the previous ones disappear."
ISAAP-512,607694,,Done,04/Dec/24 8:28 AM,22/Jan/25 4:02 PM,TOLBEVX,category:authoring-assitance,No-QA,,,,,,,"h1. Open Items
||#||Summary||Comments||
|2|Overview Tab: Study Design and Baseline Characteristics button| * How to author the button to match the text line break?
 * How match font size?
 * How match button width?
!Study Design & Baseline Button.png|thumbnail!|
|3|Overlay Close Icon|Close Icon Missing on
 # References
 # Footnotes
_NOTE:_ Possibly covered in ISAAP-509|
|6|Select AEs Tab|Similar to #2, limitations styling the buttons|
|9|Study Design & Baseline Characteristics Modal|Which modal style should be used? Modal 2 appears closest, but more than just Safety Bar available
 * Modal 2: 
!Modal 2.png|thumbnail!
 * XD:
!Study Design & Baseline Characteristics Design.png|thumbnail!|
|10|Safety: Additional Ps Safety Data Overlay|8 modals will be available with Dec 11 deployment. However, none of them seem to match Additional PsA Safety Data design:
!Additional Ps Safety Data.png|thumbnail!
Modal 2 is the closest, but
 # Doesn't appear tall enough
 # hides the Tab Header (""GENERALLY CONSISTENT SAFETY PROFILE IN Ps AND PsA"")
 # background is greyed out
 # footer is covered
!Modal 2.png|thumbnail!|
|11|Safety: IMMprint Safety Data|8 modals will be available with Dec 11 deployment. However, none of them seem to match IMMprint Safety Data design. Modal 2 is the closest, but
 # Doesn't appear tall enough
 # background is greyed out
 # footer is covered
!image-2024-12-11-10-02-18-441.png|thumbnail!|

h1. In Progress Items
||#||Summary||Comments||
h1. Closed Items
||#||Summary||Comments||
|1|Main Content Area|{color:#de350b}Issue: {color}_Same as Dosing ISAAP-506_ Would it be more efficient to 1) apply template updates to the dosing page so that the there's room for the Tab Headings and main content area or 2) recreate the dosing page?
{color:#00875a}Resolution:{color} Victor took care of sizing|
|4|Full Prescribing PDF not opening|{color:#de350b}Issue: {color}Full Prescribing Link Opens as HTML, not PDF
{color:#00875a}Resolution:{color} Split to ISAAP-505|
|5|Tab Heading Reference|{color:#de350b}Issue: {color}What Style should be used for the citation in the Tab Header
!Tab Citation.png|thumbnail! 
Styles not available 
!Style Not Available.png|thumbnail!  
_NOTE:_ Previously reported as ISAAP-500, but that has been closed
{color:#00875a}Resolution:{color} Manually configured using combination of superscript and XD specification.|
|7|Button Styles Not Available|{color:#de350b}Issue: {color}Cannot select button styles on Experience Fragments
[https://cwcm.abbvie.com/editor.html/content/experience-fragments/nova/isa/iae/skyrizi-derm/modals/callouts/safety-additional-ps-safety-data.html]
  !Button Styles Not Available.png|thumbnail!
{color:#00875a}Resolution:{color} Styles now available.|
|8|""Study Design & Baseline Characteristics"" overlay|{color:#de350b}Issue: {color}Cannot style overlay with tab components 
[https://cwcm.abbvie.com/editor.html/content/experience-fragments/nova/isa/iae/skyrizi-derm/modals/callouts/safety-study-designs-baseline-characteristics.html]
{color:#00875a}Resolution:{color} Split to ISAAP-498|

 "
ISAAP-488,597726,,Done,15/Nov/24 1:34 PM,22/Jan/25 4:02 PM,TOLBEVX,category:authoring-assitance,No-QA,,,,,,,"The Local tab has the Formulary Lookup Component
 !Formulary Lookup Component.png|thumbnail! 
Need to know how the component should be configured:
 !Formulary Lookup Component Configuration.png|thumbnail! "
ISAAP-404,579176,,Done,17/Oct/24 11:15 AM,22/Jan/25 4:02 PM,TOLBEVX,DOR,No-QA,NOVA-Figma-Setup,,,,,,"h1. {color:#172b4d}Description{color}

Initial Figma setup for Columns
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-263 ]|
h1. Acceptance Criteria
 * *General*
 ** Create Columns Component in our [NOVA Enterprise Design System|https://www.figma.com/design/qFQ3LVJ4kkWkPwJwqhr11n/NOVA-Enterprise-Design-System?node-id=163-334&t=a5RtO4ya28pjGmCa-1] under section Layout with the following properties:
 *** 1-12 column count selection
 *** each column should display a container component
 ** Publish Updated Library
 *** Validate that component is now visible in the exported library from our [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] file in Figma

 "
ISAAP-533,617921,,Done,23/Dec/24 11:31 AM,22/Jan/25 12:44 PM,TOLBEVX,No-QA,,,,,,,,"h1. Open Items
||#||Summary||Comments||
|1|The email button is below the tabs component
  !Email button blocked.png|thumbnail! | |
h1. In Progress Items
||#||Summary||Comments||

 
h1. Closed Items
||#||Summary||Comments||"
ISAAP-514,608465,,Done,04/Dec/24 8:10 PM,21/Jan/25 9:37 PM,TOLBEVX,category:authoring-assitance,No-QA,,,,,,,"h1. Open Items
||#||Summary||Comments||
h1. In Progress Items
||#||Summary||Comments||

 
h1. Closed Items
||#||Summary||Comments||
|1|Center Tabs|Tabs slightly left of center. Is this a misconfiguration? Why is this the only page in error?
  !Tabs Off Center.png|thumbnail!|
|2|National Tab|color:#de350b}Issue: {color}Why do the Ps / PsA text and image appear below the container
{color:#00875a}Resolution:{color} Addressed via authoring. The Tab Header is in one column; the tabs in adjacent column|
|3|Local Tab|{color:#de350b}Issue: {color}Cannot get the columns with the Formulary component to resize
{color:#00875a}Resolution:{color} Victor corrected column width|
"
ISAAP-532,617920,,Done,23/Dec/24 11:27 AM,21/Jan/25 9:11 AM,TOLBEVX,category:authoring-assitance,No-QA,,,,,,,"The National tab on the Access tab is missing text below the graphic and the Humira Access button
 !Design v Actual.png|thumbnail! "
ISAAP-562,624269,,Done,10/Jan/25 10:48 AM,21/Jan/25 8:54 AM,TOLBEVX,,,,,,,,,Attempted to adjust the line height so that there was less gap between lines and there was no response. I verified the the source code was correct and still no adjustment. Need to have the ability to close the distance between lines.
ISAAP-559,624266,,Done,10/Jan/25 10:48 AM,21/Jan/25 8:54 AM,TOLBEVX,,,,,,,,,"The bottom two corners on the safety bar need to be rounded while the top two corners need to be square. Once the corners become rounded the background should be transparent, but instead are white. Recommend ability to round specific or all corners and for the background to be transparent."
ISAAP-492,599342,,Done,19/Nov/24 9:02 AM,10/Jan/25 11:17 AM,TOLBEVX,category:authoring-assitance,No-QA,,,,,Formulary,,"Please advise how to styles buttons as ""Tic Tacs""
 !Missing Button Styles.png|thumbnail! "
ISAAP-483,596167,,Done,13/Nov/24 11:07 AM,10/Jan/25 11:17 AM,TOLBEVX,No-QA,,,,,,Safety Bar,,"The Expanded Safety Bar is not tall enough to show all the content. The XD shows a scroll bar (screenshot below).

This is similar to Overlay - needs to be scrollable  (ISAAP-465). Created separate ticket because this is related to the Safety Bar component.
 !image-2024-11-13-11-09-19-619.png|thumbnail! 
"
ISAAP-461,595097,,Done,12/Nov/24 8:44 AM,10/Jan/25 11:17 AM,TOLBEVX,No-QA,,,,,,Experience Fragment (Modal),,Modal Experience Fragment should be vertically centered. Currently it's anchored to the bottom
MCS-2175,504778,504774,Done,10/Jun/24 8:16 AM,10/Dec/24 4:40 AM,TEDESSX,Brand:Infed,DOR,WS:Doug_Vojtko,,,,,,"Preview link: [https://infed1.p.cwcm-admp.com/]

 

After handoff, create an Applitools baseline which includes all of the Initial Build work. It will be used to regression test the first round of BR feedback to ensure the changes are isolated and do not impact other sections of the website. If no BR feedback is reported, this baseline will be used to validate accuracy of the Content Matrix after publishing."
MCS-2666,541735,,Done,14/Aug/24 2:50 PM,10/Dec/24 4:38 AM,TEDESSX,DOR,,,,,,,,"[https://savella1.p.cwcm-admp.com/]

Update the screenshots already taken - [US-SAV-240001 Screenshot Package _FINAL_Feedback.pdf|https://abbvie.sharepoint.com/:b:/r/teams/Ext_adlwebdocs/Established/Savella/US-SAV-240001%20savella.com%20DTC%20Phase%201%20Update/Editor%20Final%20and%20BTS%20Feedback/US-SAV-240001%20Screenshot%20Package%20_FINAL_Feedback.pdf?csf=1&web=1&e=brbau9].

The submission package is assembled as follows:
 # {*}Page 1{*}: SubmissionReference​
 # {*}Page 2{*}: Sitemap​ or Scope Table from Channel Brief (See US-SAV-240001)
 # {*}Pages 3+{*}: Yellow highlighted pages from sitemap (desktop)​
 # Followed by yellow highlighted pages from sitemap (mobile)

Agency update - ""{_}Please use the last version we uploaded to MRP for pagination continuity and rendering states – and as a reminder, Per 8/8/24 live discussion with PM and Regulatory, do not show the content of the dynamic ISI. Instead, use the ""<INSERT DYNAMIC ISI HERE>"" statement as shown on other pages in desktop and mobile, including error states, system pages, etc.{_}""

{*}NOTE{*}: When complete, attach the submission package to this ticket and move to testing.  All submission packages must go through UAT before they are handed off to the creative agency."
ISAAP-498,601984,,Done,22/Nov/24 1:47 PM,06/Dec/24 12:48 PM,TEDESSX,,,,,,,,,"The Safety tab has an overlay with tabs. The ""Primary"" tab toggles through 5 items on the left, each with two tabs (Study Design and Baseline Characteristics).
 !Overlay Design.png|thumbnail! 

Tab styles can be applied to pages
 !Page Authoring.png|thumbnail! 

Cannot apply style to Experience Fragments
 !Experience Fragment Authoring.png|thumbnail! "
ISAAP-465,595505,,Done,12/Nov/24 8:53 AM,06/Dec/24 8:20 AM,TOLBEVX,No-QA,,,,,,Experience Fragment (Modal),,"Overlay - The References content is taller than the screen

e.g., Safety, needs to be scrollable"
ISAAP-463,595500,,Done,12/Nov/24 8:46 AM,06/Dec/24 8:20 AM,TOLBEVX,No-QA,,,,,,Callout,,The callout link image bleeds through modals. Z Index issue
ISAAP-422,579647,,Done,17/Oct/24 12:40 PM,06/Dec/24 8:19 AM,TOLBEVX,No-QA,NOVA-Figma-Token,,,,,,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for IVA Text
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{{*}}
 ** Write the text.ts config/mapping file that should scrape the following tokens from a Figma Styles (Text). Each text type should define these tokens
 *** typography token (weight, font size, line height, font family)
 *** letter spacing
 *** color
 *** text transform
 ** The tokens should still fall under components group in token file with component name ""Text""
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** CSS Export should not prefix a base to these output styles. ex:
 *** 
{code:java}
// code placeholder
""text"": {
      ""heading 1"" : {
              ""$type"": ""typography"",
                  ""$value"": {
                      ""fontFamily"": ""Montserrat"",
                      ""fontSize"": ""16"",
                      ""fontWeight"": ""Regular"",
                      ""lineHeight"": ""100%""
                  }
              },
              ""letter spacing"": {
                  ""$type"": ""dimension"",
                  ""$value"": ""0%""
              },
              ""text case"": {
                   ""$type"": ""textcase"",
                   ""$value"": ""uppercase""
               }
      },
      ""heading 2"" : ...
}{code}
Should output just:

 *** 
{code:java}
// code placeholder
.heading-1{
  font: Regular 16/100% Montserrat;
  letter-spacing: 0;
  text-transform: uppercase
}{code}

 * 
 ** Run the token file through Style Dictionary build to create the CSS
 *  "
ISAAP-486,596321,,Done,13/Nov/24 9:21 PM,05/Dec/24 2:08 PM,TOLBEVX,category:authoring-assitance,,,,,,,,"# The Main Tabs are left, not center aligned
# The Main Content is not centered
 !Safety Alignment Issues.png|thumbnail! "
ISAAP-496,600878,,Done,20/Nov/24 5:53 PM,25/Nov/24 4:02 PM,TOLBEVX,category:authoring-assitance,,,,,,,,"Guidance needed on how to 'override' template content

# Access: Add Humira to Safety Information and Full Prescribing Information in the ""header""
 !Access Header.png|thumbnail! 

h1.Resolution
# Header Content
## Step 1: Add a component to Container [Root]
 !Step 1.png|thumbnail! 
## Step 2:  Remove flex-adjust class on the Advanced tab for the Container Root
 !Remove Class.png|thumbnail! 
"
